name,id,type,highway,name_en,coordinates
Ι. Μαντά,265000863,way,residential,Ι. Μαντά,"[{'lat': 37.5176997, 'lon': 22.3678972}, {'lat': 37.5175548, 'lon': 22.368508}, {'lat': 37.5172791, 'lon': 22.3696002}, {'lat': 37.5170185, 'lon': 22.3706111}, {'lat': 37.51701, 'lon': 22.3706557}, {'lat': 37.5170072, 'lon': 22.3706924}, {'lat': 37.5170089, 'lon': 22.37079}, {'lat': 37.5170108, 'lon': 22.3709671}, {'lat': 37.5170145, 'lon': 22.3711159}, {'lat': 37.5170245, 'lon': 22.3712689}, {'lat': 37.5170565, 'lon': 22.3715603}, {'lat': 37.5170643, 'lon': 22.3716805}, {'lat': 37.5170754, 'lon': 22.3718354}, {'lat': 37.5170866, 'lon': 22.3719701}, {'lat': 37.5171052, 'lon': 22.3721687}, {'lat': 37.5171522, 'lon': 22.3725209}]"
Ιάσονος,377765819,way,residential,Ιάσονος,"[{'lat': 37.5160213, 'lon': 22.3679662}, {'lat': 37.5164191, 'lon': 22.3681729}, {'lat': 37.5165845, 'lon': 22.3681937}, {'lat': 37.5171211, 'lon': 22.3683777}, {'lat': 37.5174018, 'lon': 22.3684639}, {'lat': 37.5175548, 'lon': 22.368508}, {'lat': 37.5176729, 'lon': 22.3685362}, {'lat': 37.5177259, 'lon': 22.3685479}, {'lat': 37.517785, 'lon': 22.3685581}, {'lat': 37.51789, 'lon': 22.3685676}, {'lat': 37.5179452, 'lon': 22.3685701}, {'lat': 37.5183133, 'lon': 22.3685831}]"
Ιερολοχιτών,229501949,way,residential,Ιερολοχιτών,"[{'lat': 37.5032678, 'lon': 22.3627834}, {'lat': 37.5037755, 'lon': 22.3635718}, {'lat': 37.5039842, 'lon': 22.3639229}, {'lat': 37.5044442, 'lon': 22.3646831}]"
Ικάρου,102253666,way,residential,Ικάρου,"[{'lat': 37.5057747, 'lon': 22.3780669}, {'lat': 37.5061347, 'lon': 22.3777093}, {'lat': 37.5064714, 'lon': 22.3773889}, {'lat': 37.5065249, 'lon': 22.377341}, {'lat': 37.5065808, 'lon': 22.3773005}, {'lat': 37.5066302, 'lon': 22.3772706}, {'lat': 37.5066985, 'lon': 22.3772317}, {'lat': 37.5067731, 'lon': 22.3771886}, {'lat': 37.5068279, 'lon': 22.3771509}, {'lat': 37.5068808, 'lon': 22.3771038}, {'lat': 37.506928, 'lon': 22.3770577}, {'lat': 37.5069886, 'lon': 22.3770217}]"
Ιπποκράτους,376630890,way,residential,Ιπποκράτους,"[{'lat': 37.5042198, 'lon': 22.375673}, {'lat': 37.5042781, 'lon': 22.3754841}, {'lat': 37.5042803, 'lon': 22.3754511}, {'lat': 37.5042714, 'lon': 22.3754285}, {'lat': 37.5042416, 'lon': 22.3753926}, {'lat': 37.5042315, 'lon': 22.3753691}, {'lat': 37.5042278, 'lon': 22.375347}, {'lat': 37.504228, 'lon': 22.3753075}, {'lat': 37.5042601, 'lon': 22.3751045}, {'lat': 37.5042602, 'lon': 22.3750731}, {'lat': 37.5042584, 'lon': 22.3750249}, {'lat': 37.5042552, 'lon': 22.3749937}, {'lat': 37.5042513, 'lon': 22.3749714}, {'lat': 37.5042458, 'lon': 22.374952}, {'lat': 37.5042343, 'lon': 22.374928}, {'lat': 37.5042196, 'lon': 22.3749039}, {'lat': 37.5041851, 'lon': 22.3748621}, {'lat': 37.5040703, 'lon': 22.374718}, {'lat': 37.5039746, 'lon': 22.3746255}, {'lat': 37.503852, 'lon': 22.3744931}]"
Ισμήνης,102253569,way,tertiary,Ισμήνης,"[{'lat': 37.5130823, 'lon': 22.3815923}, {'lat': 37.5131289, 'lon': 22.3816763}, {'lat': 37.513162, 'lon': 22.381754}, {'lat': 37.5132026, 'lon': 22.381882}, {'lat': 37.5132776, 'lon': 22.3821223}, {'lat': 37.5133148, 'lon': 22.3822494}, {'lat': 37.5133873, 'lon': 22.3825088}, {'lat': 37.5134573, 'lon': 22.3827848}, {'lat': 37.5135048, 'lon': 22.3829887}, {'lat': 37.5135753, 'lon': 22.3833115}, {'lat': 37.5136151, 'lon': 22.3835039}, {'lat': 37.5136623, 'lon': 22.3837314}, {'lat': 37.5137059, 'lon': 22.3839214}, {'lat': 37.513738, 'lon': 22.3840281}, {'lat': 37.5138275, 'lon': 22.3842889}, {'lat': 37.5139254, 'lon': 22.38457}, {'lat': 37.513974, 'lon': 22.3847174}, {'lat': 37.5140484, 'lon': 22.3849202}, {'lat': 37.5141348, 'lon': 22.3851515}, {'lat': 37.5142579, 'lon': 22.3854589}, {'lat': 37.5143707, 'lon': 22.3857321}, {'lat': 37.514453, 'lon': 22.3859351}, {'lat': 37.5144796, 'lon': 22.3860043}, {'lat': 37.5144961, 'lon': 22.3860473}, {'lat': 37.5145121, 'lon': 22.386097}, {'lat': 37.5145381, 'lon': 22.3861847}, {'lat': 37.5145736, 'lon': 22.3863083}, {'lat': 37.5146021, 'lon': 22.3864058}, {'lat': 37.5146153, 'lon': 22.3864569}]"
Ιωσήφ Ανδρούση,229505673,way,residential,Ιωσήφ Ανδρούση,"[{'lat': 37.5160268, 'lon': 22.3755044}, {'lat': 37.5156326, 'lon': 22.3766561}, {'lat': 37.515298, 'lon': 22.3776202}, {'lat': 37.5149978, 'lon': 22.378458}, {'lat': 37.514717, 'lon': 22.3792077}]"
Κακλαμάνου,376942186,way,residential,Κακλαμάνου,"[{'lat': 37.50553, 'lon': 22.3722866}, {'lat': 37.5055906, 'lon': 22.3722853}, {'lat': 37.5056376, 'lon': 22.372277}, {'lat': 37.5056951, 'lon': 22.3722582}, {'lat': 37.5058164, 'lon': 22.3722046}, {'lat': 37.5059013, 'lon': 22.372174}, {'lat': 37.5060321, 'lon': 22.3721538}, {'lat': 37.5062172, 'lon': 22.3721445}, {'lat': 37.5063534, 'lon': 22.3721471}, {'lat': 37.5065673, 'lon': 22.3721592}, {'lat': 37.5066779, 'lon': 22.3722142}, {'lat': 37.5069436, 'lon': 22.3723685}, {'lat': 37.5072535, 'lon': 22.3725468}, {'lat': 37.5076503, 'lon': 22.3727627}, {'lat': 37.5077365, 'lon': 22.3728096}, {'lat': 37.5078152, 'lon': 22.3728459}, {'lat': 37.5078631, 'lon': 22.3728646}]"
Καλαβρύτων,824150687,way,primary,Καλαβρύτων,"[{'lat': 37.5221833, 'lon': 22.3787119}, {'lat': 37.5221177, 'lon': 22.3786794}, {'lat': 37.5194806, 'lon': 22.3773543}, {'lat': 37.5207595, 'lon': 22.3780365}, {'lat': 37.516643, 'lon': 22.3758337}, {'lat': 37.5172709, 'lon': 22.3761834}, {'lat': 37.5194156, 'lon': 22.377219}, {'lat': 37.5192895, 'lon': 22.3771393}, {'lat': 37.5192895, 'lon': 22.3771393}, {'lat': 37.5176449, 'lon': 22.3762728}, {'lat': 37.5172829, 'lon': 22.3760881}, {'lat': 37.5238914, 'lon': 22.3796815}, {'lat': 37.5239108, 'lon': 22.3796932}, {'lat': 37.5239716, 'lon': 22.3797299}, {'lat': 37.524108, 'lon': 22.3798082}, {'lat': 37.524435, 'lon': 22.379996}, {'lat': 37.5172709, 'lon': 22.3761834}, {'lat': 37.5192625, 'lon': 22.3772221}, {'lat': 37.5194806, 'lon': 22.3773543}, {'lat': 37.5195382, 'lon': 22.3772869}, {'lat': 37.5194156, 'lon': 22.377219}, {'lat': 37.5207904, 'lon': 22.3779464}, {'lat': 37.5195382, 'lon': 22.3772869}, {'lat': 37.5172829, 'lon': 22.3760881}, {'lat': 37.5166627, 'lon': 22.37576}, {'lat': 37.5162083, 'lon': 22.3755146}, {'lat': 37.5160538, 'lon': 22.3754272}, {'lat': 37.5231075, 'lon': 22.3792938}, {'lat': 37.5231685, 'lon': 22.3793289}, {'lat': 37.5237784, 'lon': 22.379653}, {'lat': 37.5238914, 'lon': 22.3796815}, {'lat': 37.5248171, 'lon': 22.380235}, {'lat': 37.5248775, 'lon': 22.3802769}, {'lat': 37.514964, 'lon': 22.3749045}, {'lat': 37.5150661, 'lon': 22.3749983}, {'lat': 37.5160268, 'lon': 22.3755044}, {'lat': 37.514964, 'lon': 22.3749045}, {'lat': 37.5149287, 'lon': 22.3748855}, {'lat': 37.5142277, 'lon': 22.3745085}, {'lat': 37.5139773, 'lon': 22.3743739}, {'lat': 37.5160538, 'lon': 22.3754272}, {'lat': 37.5158171, 'lon': 22.3753054}, {'lat': 37.5150874, 'lon': 22.3749138}, {'lat': 37.514964, 'lon': 22.3749045}, {'lat': 37.5160268, 'lon': 22.3755044}, {'lat': 37.516643, 'lon': 22.3758337}, {'lat': 37.5248775, 'lon': 22.3802769}, {'lat': 37.5255796, 'lon': 22.3807713}, {'lat': 37.5207595, 'lon': 22.3780365}, {'lat': 37.5211095, 'lon': 22.3782211}, {'lat': 37.5212258, 'lon': 22.3782826}, {'lat': 37.5220131, 'lon': 22.3787125}, {'lat': 37.522093, 'lon': 22.3787544}, {'lat': 37.5221565, 'lon': 22.3787876}, {'lat': 37.5231489, 'lon': 22.3792208}, {'lat': 37.5228789, 'lon': 22.3790785}, {'lat': 37.5222878, 'lon': 22.378767}, {'lat': 37.5222456, 'lon': 22.3787447}, {'lat': 37.5221833, 'lon': 22.3787119}, {'lat': 37.5221565, 'lon': 22.3787876}, {'lat': 37.5222152, 'lon': 22.378823}, {'lat': 37.5231075, 'lon': 22.3792938}, {'lat': 37.5238914, 'lon': 22.3796815}, {'lat': 37.5237896, 'lon': 22.3795908}, {'lat': 37.5231489, 'lon': 22.3792208}, {'lat': 37.5244533, 'lon': 22.3800073}, {'lat': 37.5244905, 'lon': 22.3800302}, {'lat': 37.524582, 'lon': 22.3800866}, {'lat': 37.5247712, 'lon': 22.3802032}, {'lat': 37.5248171, 'lon': 22.380235}, {'lat': 37.524435, 'lon': 22.379996}, {'lat': 37.5244533, 'lon': 22.3800073}, {'lat': 37.5221177, 'lon': 22.3786794}, {'lat': 37.5211282, 'lon': 22.3781324}, {'lat': 37.5207904, 'lon': 22.3779464}, {'lat': 37.5244905, 'lon': 22.3800302}, {'lat': 37.524582, 'lon': 22.3800866}]"
Καλαμάτας,386532315,way,primary,Καλαμάτας,"[{'lat': 37.5036393, 'lon': 22.3644364}, {'lat': 37.5035697, 'lon': 22.364293}, {'lat': 37.5028704, 'lon': 22.3633178}, {'lat': 37.5029043, 'lon': 22.3634188}, {'lat': 37.5032604, 'lon': 22.3638695}, {'lat': 37.4987464, 'lon': 22.3607347}, {'lat': 37.4987732, 'lon': 22.3607511}, {'lat': 37.4996443, 'lon': 22.3612519}, {'lat': 37.4998936, 'lon': 22.3613933}, {'lat': 37.5001901, 'lon': 22.3615699}, {'lat': 37.5003508, 'lon': 22.3616616}, {'lat': 37.5007553, 'lon': 22.3619126}, {'lat': 37.5017421, 'lon': 22.3624634}, {'lat': 37.5017979, 'lon': 22.3624956}, {'lat': 37.5018952, 'lon': 22.3625519}, {'lat': 37.5023761, 'lon': 22.3628399}, {'lat': 37.5024973, 'lon': 22.3629188}, {'lat': 37.5056694, 'lon': 22.3683421}, {'lat': 37.5060696, 'lon': 22.3687022}, {'lat': 37.5064277, 'lon': 22.3690342}, {'lat': 37.5066151, 'lon': 22.3692112}, {'lat': 37.5071327, 'lon': 22.3696681}, {'lat': 37.5076411, 'lon': 22.3701323}, {'lat': 37.5078241, 'lon': 22.3702947}, {'lat': 37.5041402, 'lon': 22.3653144}, {'lat': 37.5040907, 'lon': 22.3652598}, {'lat': 37.5040451, 'lon': 22.365204}, {'lat': 37.5039977, 'lon': 22.3651325}, {'lat': 37.5041402, 'lon': 22.3653144}, {'lat': 37.5041752, 'lon': 22.3653526}, {'lat': 37.5042079, 'lon': 22.3653922}, {'lat': 37.5042423, 'lon': 22.3654428}, {'lat': 37.5042869, 'lon': 22.3655167}, {'lat': 37.504347, 'lon': 22.3656142}, {'lat': 37.5043816, 'lon': 22.3656912}, {'lat': 37.5043816, 'lon': 22.3656912}, {'lat': 37.5044231, 'lon': 22.3658384}, {'lat': 37.5046022, 'lon': 22.3664727}, {'lat': 37.5046184, 'lon': 22.3665301}, {'lat': 37.5039977, 'lon': 22.3651325}, {'lat': 37.5039476, 'lon': 22.3650416}, {'lat': 37.5036393, 'lon': 22.3644364}, {'lat': 37.5037407, 'lon': 22.3647975}, {'lat': 37.5038723, 'lon': 22.3650529}, {'lat': 37.5038901, 'lon': 22.3650874}, {'lat': 37.5039555, 'lon': 22.3651981}, {'lat': 37.5035697, 'lon': 22.364293}, {'lat': 37.5035181, 'lon': 22.3641884}, {'lat': 37.5034745, 'lon': 22.3640898}, {'lat': 37.5034426, 'lon': 22.3640254}, {'lat': 37.5034128, 'lon': 22.3639731}, {'lat': 37.5033734, 'lon': 22.3639087}, {'lat': 37.5033044, 'lon': 22.3638142}, {'lat': 37.5029484, 'lon': 22.3633634}, {'lat': 37.5028704, 'lon': 22.3633178}, {'lat': 37.5040065, 'lon': 22.3652547}, {'lat': 37.5040451, 'lon': 22.3652807}, {'lat': 37.5040933, 'lon': 22.3653014}, {'lat': 37.5041402, 'lon': 22.3653144}, {'lat': 37.5046184, 'lon': 22.3665301}, {'lat': 37.5047655, 'lon': 22.3671451}, {'lat': 37.504797, 'lon': 22.3672959}, {'lat': 37.5048159, 'lon': 22.3673647}, {'lat': 37.5048264, 'lon': 22.3673975}, {'lat': 37.5048376, 'lon': 22.3674282}, {'lat': 37.5048554, 'lon': 22.3674767}, {'lat': 37.5048706, 'lon': 22.3675122}, {'lat': 37.5048859, 'lon': 22.3675456}, {'lat': 37.5049003, 'lon': 22.3675741}, {'lat': 37.5049202, 'lon': 22.3676061}, {'lat': 37.504939, 'lon': 22.3676332}, {'lat': 37.5049644, 'lon': 22.3676631}, {'lat': 37.5051097, 'lon': 22.3678087}, {'lat': 37.5056694, 'lon': 22.3683421}, {'lat': 37.5035792, 'lon': 22.3644819}, {'lat': 37.5037407, 'lon': 22.3647975}, {'lat': 37.5032604, 'lon': 22.3638695}, {'lat': 37.5033022, 'lon': 22.3639262}, {'lat': 37.5033681, 'lon': 22.3640589}, {'lat': 37.5034844, 'lon': 22.364297}, {'lat': 37.5035792, 'lon': 22.3644819}, {'lat': 37.5039555, 'lon': 22.3651981}, {'lat': 37.5040065, 'lon': 22.3652547}, {'lat': 37.5024973, 'lon': 22.3629188}, {'lat': 37.5025441, 'lon': 22.3629579}, {'lat': 37.5025854, 'lon': 22.3629974}, {'lat': 37.5026222, 'lon': 22.3630373}, {'lat': 37.5028704, 'lon': 22.3633178}]"
Καλλιπάτειρας,153934647,way,residential,Καλλιπάτειρας,"[{'lat': 37.5207595, 'lon': 22.3780365}, {'lat': 37.5207111, 'lon': 22.3781344}, {'lat': 37.520672, 'lon': 22.3781995}, {'lat': 37.5205882, 'lon': 22.3783184}, {'lat': 37.5205399, 'lon': 22.3783854}, {'lat': 37.5205094, 'lon': 22.3784361}, {'lat': 37.5204766, 'lon': 22.3785005}, {'lat': 37.5204436, 'lon': 22.3786018}, {'lat': 37.5204195, 'lon': 22.3786988}, {'lat': 37.5203123, 'lon': 22.3791182}, {'lat': 37.5202804, 'lon': 22.3792523}, {'lat': 37.520039, 'lon': 22.3801472}]"
Καλλιστούς,377596390,way,residential,Καλλιστούς,"[{'lat': 37.5099743, 'lon': 22.3649857}, {'lat': 37.5101639, 'lon': 22.3649941}, {'lat': 37.5103637, 'lon': 22.3650071}, {'lat': 37.5107828, 'lon': 22.365034}, {'lat': 37.5108264, 'lon': 22.3650401}, {'lat': 37.5108679, 'lon': 22.3650501}, {'lat': 37.5109012, 'lon': 22.3650669}, {'lat': 37.5110851, 'lon': 22.3651912}, {'lat': 37.5112588, 'lon': 22.3652954}, {'lat': 37.5113386, 'lon': 22.3653397}, {'lat': 37.5115748, 'lon': 22.3654751}, {'lat': 37.5117639, 'lon': 22.3655838}, {'lat': 37.5117907, 'lon': 22.3656016}, {'lat': 37.5119641, 'lon': 22.3657393}, {'lat': 37.5120662, 'lon': 22.3658198}, {'lat': 37.5122513, 'lon': 22.365966}, {'lat': 37.5123339, 'lon': 22.3660132}, {'lat': 37.5127731, 'lon': 22.3663137}, {'lat': 37.5130332, 'lon': 22.3665065}, {'lat': 37.5133679, 'lon': 22.3667837}, {'lat': 37.509365, 'lon': 22.3650022}, {'lat': 37.5094286, 'lon': 22.3650185}, {'lat': 37.5094929, 'lon': 22.3650339}, {'lat': 37.5095578, 'lon': 22.3650406}, {'lat': 37.5096834, 'lon': 22.3650307}, {'lat': 37.5098414, 'lon': 22.3650023}, {'lat': 37.5099743, 'lon': 22.3649857}]"
Καλτεζών,102253604,way,residential,Καλτεζών,"[{'lat': 37.5047985, 'lon': 22.3733548}, {'lat': 37.5049065, 'lon': 22.3733702}, {'lat': 37.5050693, 'lon': 22.3733729}, {'lat': 37.5051746, 'lon': 22.3733702}, {'lat': 37.505256, 'lon': 22.3733488}, {'lat': 37.5052869, 'lon': 22.3733387}, {'lat': 37.5053225, 'lon': 22.3733287}, {'lat': 37.5053491, 'lon': 22.3733132}, {'lat': 37.5053869, 'lon': 22.3732985}, {'lat': 37.5054731, 'lon': 22.3732616}, {'lat': 37.5056307, 'lon': 22.3731835}, {'lat': 37.5057365, 'lon': 22.3731318}, {'lat': 37.5058002, 'lon': 22.3731087}]"
Κανάρη,265000881,way,residential,Κανάρη,"[{'lat': 37.5085284, 'lon': 22.3675766}, {'lat': 37.5085334, 'lon': 22.3678577}, {'lat': 37.5085381, 'lon': 22.3682061}, {'lat': 37.5085424, 'lon': 22.3682517}, {'lat': 37.5086116, 'lon': 22.3685016}, {'lat': 37.5086727, 'lon': 22.3687697}, {'lat': 37.5086859, 'lon': 22.3688869}, {'lat': 37.5085203, 'lon': 22.3697956}, {'lat': 37.5085822, 'lon': 22.3696201}, {'lat': 37.5086238, 'lon': 22.3694937}, {'lat': 37.5086433, 'lon': 22.3694167}, {'lat': 37.5086605, 'lon': 22.3692781}, {'lat': 37.5086678, 'lon': 22.3690963}, {'lat': 37.5086551, 'lon': 22.3689342}, {'lat': 37.5084889, 'lon': 22.366825}, {'lat': 37.5084709, 'lon': 22.3668531}, {'lat': 37.5084651, 'lon': 22.3668693}, {'lat': 37.5084605, 'lon': 22.3669124}, {'lat': 37.5084621, 'lon': 22.367036}, {'lat': 37.5084665, 'lon': 22.3671488}, {'lat': 37.5084662, 'lon': 22.3671915}, {'lat': 37.5084638, 'lon': 22.3672373}, {'lat': 37.5084574, 'lon': 22.3672869}, {'lat': 37.5084459, 'lon': 22.3673386}, {'lat': 37.5084038, 'lon': 22.367451}]"
Κανέλλου Δεληγιάννη,377095062,way,residential,Κανέλλου Δεληγιάννη,"[{'lat': 37.5094525, 'lon': 22.3698424}, {'lat': 37.5093113, 'lon': 22.3697593}, {'lat': 37.5092955, 'lon': 22.3697443}, {'lat': 37.5092709, 'lon': 22.369701}, {'lat': 37.5092332, 'lon': 22.3696143}, {'lat': 37.5091532, 'lon': 22.3694067}, {'lat': 37.508996, 'lon': 22.3689891}, {'lat': 37.508966, 'lon': 22.3689792}, {'lat': 37.5088764, 'lon': 22.3690047}, {'lat': 37.508767, 'lon': 22.36876}, {'lat': 37.5088047, 'lon': 22.3688221}, {'lat': 37.5088413, 'lon': 22.3689114}, {'lat': 37.5088764, 'lon': 22.3690047}, {'lat': 37.5089146, 'lon': 22.3691209}, {'lat': 37.5089342, 'lon': 22.3692811}, {'lat': 37.5089469, 'lon': 22.3694245}]"
Καποδιστρίου,376640145,way,residential,Καποδιστρίου,"[{'lat': 37.5050693, 'lon': 22.3733729}, {'lat': 37.505097, 'lon': 22.3731624}, {'lat': 37.5051214, 'lon': 22.3730658}, {'lat': 37.5051555, 'lon': 22.372988}, {'lat': 37.5052842, 'lon': 22.372756}, {'lat': 37.5054087, 'lon': 22.3725602}, {'lat': 37.5054768, 'lon': 22.3724207}, {'lat': 37.50553, 'lon': 22.3722866}, {'lat': 37.505542, 'lon': 22.3722114}, {'lat': 37.5055984, 'lon': 22.3719605}, {'lat': 37.5056756, 'lon': 22.371619}, {'lat': 37.5056826, 'lon': 22.3715879}, {'lat': 37.5056965, 'lon': 22.3714766}, {'lat': 37.5057263, 'lon': 22.3713331}, {'lat': 37.5057507, 'lon': 22.3711829}, {'lat': 37.5057784, 'lon': 22.3710159}, {'lat': 37.5074662, 'lon': 22.3667425}, {'lat': 37.5074641, 'lon': 22.3666379}, {'lat': 37.5074567, 'lon': 22.3665688}, {'lat': 37.507446, 'lon': 22.3665417}, {'lat': 37.507446, 'lon': 22.3665417}, {'lat': 37.507391, 'lon': 22.3665229}, {'lat': 37.5074528, 'lon': 22.3670553}, {'lat': 37.5074598, 'lon': 22.3670121}, {'lat': 37.5074694, 'lon': 22.3669557}, {'lat': 37.5074726, 'lon': 22.3668981}, {'lat': 37.5074662, 'lon': 22.3667425}, {'lat': 37.5072841, 'lon': 22.3679303}, {'lat': 37.507262, 'lon': 22.3679817}, {'lat': 37.5072109, 'lon': 22.3681118}, {'lat': 37.5069992, 'lon': 22.3684712}, {'lat': 37.5066151, 'lon': 22.3692112}, {'lat': 37.5064428, 'lon': 22.3695709}, {'lat': 37.5063271, 'lon': 22.3698075}, {'lat': 37.5062375, 'lon': 22.3699938}, {'lat': 37.5061513, 'lon': 22.3701878}, {'lat': 37.5060187, 'lon': 22.3704597}, {'lat': 37.5058697, 'lon': 22.3707754}, {'lat': 37.5058353, 'lon': 22.3708597}, {'lat': 37.5057784, 'lon': 22.3710159}, {'lat': 37.5072841, 'lon': 22.3679303}, {'lat': 37.5073258, 'lon': 22.3678087}, {'lat': 37.5073492, 'lon': 22.3677135}, {'lat': 37.507362, 'lon': 22.3676437}, {'lat': 37.5073939, 'lon': 22.3673607}, {'lat': 37.5074258, 'lon': 22.3670476}]"
Καραισκάκη,378902388,way,secondary,Καραισκάκη,"[{'lat': 37.5167909, 'lon': 22.3726714}, {'lat': 37.5168464, 'lon': 22.3726549}, {'lat': 37.5168464, 'lon': 22.3726549}, {'lat': 37.5169201, 'lon': 22.3726267}, {'lat': 37.517003, 'lon': 22.3725875}, {'lat': 37.5171522, 'lon': 22.3725209}, {'lat': 37.5172209, 'lon': 22.3724971}, {'lat': 37.5172621, 'lon': 22.3724828}, {'lat': 37.5173212, 'lon': 22.3724623}, {'lat': 37.5174958, 'lon': 22.3724018}, {'lat': 37.5176823, 'lon': 22.3723372}, {'lat': 37.5178955, 'lon': 22.3722633}, {'lat': 37.5179548, 'lon': 22.3722501}, {'lat': 37.518011, 'lon': 22.3722497}, {'lat': 37.5180644, 'lon': 22.3722549}, {'lat': 37.5181144, 'lon': 22.3722708}, {'lat': 37.5181548, 'lon': 22.3722866}, {'lat': 37.5181902, 'lon': 22.3723072}, {'lat': 37.5182949, 'lon': 22.3723597}, {'lat': 37.5183504, 'lon': 22.3723929}, {'lat': 37.5183869, 'lon': 22.3724118}, {'lat': 37.5184216, 'lon': 22.3724287}, {'lat': 37.5184648, 'lon': 22.3724476}, {'lat': 37.5185155, 'lon': 22.372467}, {'lat': 37.5185608, 'lon': 22.3724801}, {'lat': 37.5186043, 'lon': 22.3724881}, {'lat': 37.518682, 'lon': 22.3724971}, {'lat': 37.5187641, 'lon': 22.372498}, {'lat': 37.5189138, 'lon': 22.3725028}, {'lat': 37.5190777, 'lon': 22.3725315}, {'lat': 37.519427, 'lon': 22.3725899}, {'lat': 37.519502, 'lon': 22.3726032}, {'lat': 37.5196225, 'lon': 22.3726364}, {'lat': 37.5197244, 'lon': 22.3726694}, {'lat': 37.5197988, 'lon': 22.3726985}, {'lat': 37.5199099, 'lon': 22.3727543}, {'lat': 37.5200215, 'lon': 22.3728142}, {'lat': 37.520134, 'lon': 22.3728813}, {'lat': 37.520243, 'lon': 22.3729432}, {'lat': 37.5203044, 'lon': 22.3729704}, {'lat': 37.5203994, 'lon': 22.3730099}, {'lat': 37.5204919, 'lon': 22.3730368}, {'lat': 37.5205513, 'lon': 22.373047}, {'lat': 37.5206393, 'lon': 22.373049}, {'lat': 37.5207406, 'lon': 22.3730426}, {'lat': 37.52076, 'lon': 22.3730393}, {'lat': 37.5208228, 'lon': 22.3730288}, {'lat': 37.5208741, 'lon': 22.3730176}, {'lat': 37.5209337, 'lon': 22.3729963}, {'lat': 37.521025, 'lon': 22.3729522}, {'lat': 37.5213696, 'lon': 22.3727804}, {'lat': 37.5215854, 'lon': 22.3726699}, {'lat': 37.5218512, 'lon': 22.3725256}, {'lat': 37.5219088, 'lon': 22.3724975}, {'lat': 37.5219817, 'lon': 22.3724724}, {'lat': 37.5221067, 'lon': 22.3724449}, {'lat': 37.522419, 'lon': 22.3724211}]"
Καρακάλου,102253607,way,residential,Καρακάλου,"[{'lat': 37.5086525, 'lon': 22.3712166}, {'lat': 37.5087317, 'lon': 22.3717417}, {'lat': 37.5087823, 'lon': 22.3720788}, {'lat': 37.5088338, 'lon': 22.3724224}, {'lat': 37.5089114, 'lon': 22.3729282}, {'lat': 37.5089573, 'lon': 22.3732321}, {'lat': 37.5090091, 'lon': 22.3735655}, {'lat': 37.508761, 'lon': 22.373706}]"
Καρατζά,102253588,way,residential,Καρατζά,"[{'lat': 37.5053012, 'lon': 22.3748548}, {'lat': 37.5055504, 'lon': 22.3747652}, {'lat': 37.5058119, 'lon': 22.374686}, {'lat': 37.5064685, 'lon': 22.3744717}, {'lat': 37.5065407, 'lon': 22.3744503}, {'lat': 37.5073277, 'lon': 22.3742205}, {'lat': 37.5076819, 'lon': 22.3741143}, {'lat': 37.5082485, 'lon': 22.3739741}, {'lat': 37.5087781, 'lon': 22.373836}]"
