id,type,name,building_type,coordinates
209679002,way,Unnamed Transportation,transportation,"[{""lat"": 37.5080017, ""lon"": 22.3855821}, {""lat"": 37.5083855, ""lon"": 22.3857397}, {""lat"": 37.5083171, ""lon"": 22.386013}, {""lat"": 37.5080515, ""lon"": 22.3858936}, {""lat"": 37.5080301, ""lon"": 22.3859453}, {""lat"": 37.5080056, ""lon"": 22.3859674}, {""lat"": 37.5079865, ""lon"": 22.3859881}, {""lat"": 37.5079568, ""lon"": 22.3859994}, {""lat"": 37.5078826, ""lon"": 22.3860031}, {""lat"": 37.5078387, ""lon"": 22.386173}, {""lat"": 37.5076492, ""lon"": 22.386093}, {""lat"": 37.5077566, ""lon"": 22.3856929}, {""lat"": 37.5077791, ""lon"": 22.3857003}, {""lat"": 37.5078015, ""lon"": 22.3856554}, {""lat"": 37.507826, ""lon"": 22.3856289}, {""lat"": 37.5078562, ""lon"": 22.3856172}, {""lat"": 37.5078992, ""lon"": 22.3856153}, {""lat"": 37.5079446, ""lon"": 22.3856301}, {""lat"": 37.5079783, ""lon"": 22.3856523}, {""lat"": 37.5080017, ""lon"": 22.3855821}]"
1013523389,way,Unnamed University,university,"[{""lat"": 37.526894, ""lon"": 22.3715046}, {""lat"": 37.5268439, ""lon"": 22.3714576}, {""lat"": 37.5267837, ""lon"": 22.3714693}, {""lat"": 37.526746, ""lon"": 22.3715354}, {""lat"": 37.5267558, ""lon"": 22.3716113}, {""lat"": 37.5268027, ""lon"": 22.3716526}, {""lat"": 37.5268633, ""lon"": 22.3716494}, {""lat"": 37.5269034, ""lon"": 22.3715825}, {""lat"": 37.526894, ""lon"": 22.3715046}]"
1157619372,way,Unnamed Yes,yes,"[{""lat"": 37.5026702, ""lon"": 22.3746457}, {""lat"": 37.5027389, ""lon"": 22.3746877}, {""lat"": 37.5027797, ""lon"": 22.3745816}, {""lat"": 37.5027111, ""lon"": 22.3745396}, {""lat"": 37.5026702, ""lon"": 22.3746457}]"
1157619373,way,Unnamed Yes,yes,"[{""lat"": 37.5028162, ""lon"": 22.3748358}, {""lat"": 37.5029059, ""lon"": 22.3746257}, {""lat"": 37.5028085, ""lon"": 22.3745597}, {""lat"": 37.5027188, ""lon"": 22.3747698}, {""lat"": 37.5028162, ""lon"": 22.3748358}]"
1157619374,way,Unnamed Yes,yes,"[{""lat"": 37.5038844, ""lon"": 22.3744113}, {""lat"": 37.5038748, ""lon"": 22.3743721}, {""lat"": 37.5039429, ""lon"": 22.3743458}, {""lat"": 37.5039, ""lon"": 22.3741692}, {""lat"": 37.503794, ""lon"": 22.3742101}, {""lat"": 37.5038024, ""lon"": 22.3742445}, {""lat"": 37.5037382, ""lon"": 22.3742693}, {""lat"": 37.5037823, ""lon"": 22.3744507}, {""lat"": 37.5038844, ""lon"": 22.3744113}]"
1157619375,way,Unnamed Yes,yes,"[{""lat"": 37.5038444, ""lon"": 22.3740139}, {""lat"": 37.5037987, ""lon"": 22.3740502}, {""lat"": 37.5038405, ""lon"": 22.3741338}, {""lat"": 37.5038862, ""lon"": 22.3740975}, {""lat"": 37.5038444, ""lon"": 22.3740139}]"
1157619376,way,Unnamed Yes,yes,"[{""lat"": 37.5037863, ""lon"": 22.3739285}, {""lat"": 37.5038699, ""lon"": 22.3739035}, {""lat"": 37.503835, ""lon"": 22.3737182}, {""lat"": 37.5038642, ""lon"": 22.3737094}, {""lat"": 37.503851, ""lon"": 22.3736397}, {""lat"": 37.5037382, ""lon"": 22.3736735}, {""lat"": 37.5037863, ""lon"": 22.3739285}]"
1095748235,way,Unnamed Yes,yes,"[{""lat"": 37.5089241, ""lon"": 22.4029543}, {""lat"": 37.508871, ""lon"": 22.4029307}, {""lat"": 37.5088615, ""lon"": 22.4029645}, {""lat"": 37.5089147, ""lon"": 22.4029881}, {""lat"": 37.5089241, ""lon"": 22.4029543}]"
1157618738,way,Unnamed Yes,yes,"[{""lat"": 37.5042703, ""lon"": 22.3759106}, {""lat"": 37.5042909, ""lon"": 22.3757957}, {""lat"": 37.5042018, ""lon"": 22.3757704}, {""lat"": 37.5041812, ""lon"": 22.3758852}, {""lat"": 37.5042703, ""lon"": 22.3759106}]"
1157619377,way,Unnamed Yes,yes,"[{""lat"": 37.5035757, ""lon"": 22.3737914}, {""lat"": 37.5036918, ""lon"": 22.3739126}, {""lat"": 37.5037514, ""lon"": 22.373822}, {""lat"": 37.5036353, ""lon"": 22.3737007}, {""lat"": 37.5035757, ""lon"": 22.3737914}]"
1157619371,way,Unnamed Yes,yes,"[{""lat"": 37.502693, ""lon"": 22.3743756}, {""lat"": 37.5026555, ""lon"": 22.3744586}, {""lat"": 37.5026306, ""lon"": 22.3744407}, {""lat"": 37.5025632, ""lon"": 22.3745896}, {""lat"": 37.5026539, ""lon"": 22.3746549}, {""lat"": 37.5027589, ""lon"": 22.374423}, {""lat"": 37.502693, ""lon"": 22.3743756}]"
1157619391,way,Unnamed Yes,yes,"[{""lat"": 37.5053308, ""lon"": 22.3741541}, {""lat"": 37.5053213, ""lon"": 22.373873}, {""lat"": 37.5052703, ""lon"": 22.3738757}, {""lat"": 37.5052666, ""lon"": 22.373766}, {""lat"": 37.5051604, ""lon"": 22.3737717}, {""lat"": 37.5051624, ""lon"": 22.3738306}, {""lat"": 37.5051284, ""lon"": 22.3738324}, {""lat"": 37.5051334, ""lon"": 22.3739796}, {""lat"": 37.505195, ""lon"": 22.3739763}, {""lat"": 37.5051923, ""lon"": 22.373896}, {""lat"": 37.5052369, ""lon"": 22.3738936}, {""lat"": 37.5052411, ""lon"": 22.3740194}, {""lat"": 37.5051965, ""lon"": 22.3740218}, {""lat"": 37.5052012, ""lon"": 22.3741611}, {""lat"": 37.5053308, ""lon"": 22.3741541}]"
1157618694,way,Unnamed Yes,yes,"[{""lat"": 37.5073773, ""lon"": 22.3765787}, {""lat"": 37.5073716, ""lon"": 22.3765016}, {""lat"": 37.5074666, ""lon"": 22.3764905}, {""lat"": 37.5074575, ""lon"": 22.3763667}, {""lat"": 37.507217, ""lon"": 22.3763947}, {""lat"": 37.5072269, ""lon"": 22.3765292}, {""lat"": 37.5073007, ""lon"": 22.3765206}, {""lat"": 37.5073056, ""lon"": 22.3765871}, {""lat"": 37.5073773, ""lon"": 22.3765787}]"
1157618695,way,Unnamed Yes,yes,"[{""lat"": 37.507504, ""lon"": 22.3768764}, {""lat"": 37.5074925, ""lon"": 22.3765567}, {""lat"": 37.5073969, ""lon"": 22.3765622}, {""lat"": 37.5074085, ""lon"": 22.3768819}, {""lat"": 37.507504, ""lon"": 22.3768764}]"
1157619392,way,Unnamed Yes,yes,"[{""lat"": 37.5053334, ""lon"": 22.3743434}, {""lat"": 37.5053489, ""lon"": 22.3744273}, {""lat"": 37.5054297, ""lon"": 22.3744036}, {""lat"": 37.5053953, ""lon"": 22.3742179}, {""lat"": 37.5052541, ""lon"": 22.3742594}, {""lat"": 37.5052729, ""lon"": 22.3743612}, {""lat"": 37.5053334, ""lon"": 22.3743434}]"
1157619378,way,Unnamed Yes,yes,"[{""lat"": 37.5035445, ""lon"": 22.3737637}, {""lat"": 37.5034101, ""lon"": 22.3738082}, {""lat"": 37.5034423, ""lon"": 22.3739627}, {""lat"": 37.5035767, ""lon"": 22.3739182}, {""lat"": 37.5035445, ""lon"": 22.3737637}]"
1157619385,way,Unnamed Yes,yes,"[{""lat"": 37.5045024, ""lon"": 22.373863}, {""lat"": 37.5045056, ""lon"": 22.373737}, {""lat"": 37.5044184, ""lon"": 22.3737336}, {""lat"": 37.5044153, ""lon"": 22.3738595}, {""lat"": 37.5045024, ""lon"": 22.373863}]"
1157619380,way,Unnamed Yes,yes,"[{""lat"": 37.5044851, ""lon"": 22.3741971}, {""lat"": 37.5045283, ""lon"": 22.3743034}, {""lat"": 37.5046311, ""lon"": 22.3742371}, {""lat"": 37.504588, ""lon"": 22.3741308}, {""lat"": 37.5044851, ""lon"": 22.3741971}]"
1013523384,way,Unnamed Yes,yes,"[{""lat"": 37.5299019, ""lon"": 22.371405}, {""lat"": 37.5297036, ""lon"": 22.3713477}, {""lat"": 37.5296416, ""lon"": 22.3716888}, {""lat"": 37.5298399, ""lon"": 22.3717461}, {""lat"": 37.5299019, ""lon"": 22.371405}]"
1013523385,way,Unnamed Yes,yes,"[{""lat"": 37.5300496, ""lon"": 22.3739007}, {""lat"": 37.5299631, ""lon"": 22.373909}, {""lat"": 37.529969, ""lon"": 22.3740057}, {""lat"": 37.5300554, ""lon"": 22.3739974}, {""lat"": 37.5300496, ""lon"": 22.3739007}]"
1157619388,way,Unnamed Yes,yes,"[{""lat"": 37.5048873, ""lon"": 22.3740262}, {""lat"": 37.5047284, ""lon"": 22.374091}, {""lat"": 37.5047909, ""lon"": 22.374335}, {""lat"": 37.5049499, ""lon"": 22.3742702}, {""lat"": 37.5048873, ""lon"": 22.3740262}]"
1360086447,way,Unnamed Yes,yes,"[{""lat"": 37.5115039, ""lon"": 22.3622759}, {""lat"": 37.511468, ""lon"": 22.3623275}, {""lat"": 37.5115457, ""lon"": 22.3624135}, {""lat"": 37.5115816, ""lon"": 22.362362}, {""lat"": 37.5115039, ""lon"": 22.3622759}]"
1013526284,way,Unnamed Yes,yes,"[{""lat"": 37.5259102, ""lon"": 22.3701422}, {""lat"": 37.5257445, ""lon"": 22.3700949}, {""lat"": 37.5257551, ""lon"": 22.3700356}, {""lat"": 37.5257042, ""lon"": 22.3700211}, {""lat"": 37.5256714, ""lon"": 22.3702037}, {""lat"": 37.5258881, ""lon"": 22.3702655}, {""lat"": 37.5259102, ""lon"": 22.3701422}]"
1157619396,way,Unnamed Yes,yes,"[{""lat"": 37.504527, ""lon"": 22.3732505}, {""lat"": 37.5045207, ""lon"": 22.3730738}, {""lat"": 37.5043497, ""lon"": 22.3730835}, {""lat"": 37.5043561, ""lon"": 22.3732602}, {""lat"": 37.504527, ""lon"": 22.3732505}]"
1157619395,way,Unnamed Yes,yes,"[{""lat"": 37.5048671, ""lon"": 22.3731322}, {""lat"": 37.5050207, ""lon"": 22.3731895}, {""lat"": 37.5050575, ""lon"": 22.3730329}, {""lat"": 37.5048824, ""lon"": 22.3729676}, {""lat"": 37.5048606, ""lon"": 22.37306}, {""lat"": 37.5048822, ""lon"": 22.373068}, {""lat"": 37.5048671, ""lon"": 22.3731322}]"
1157619394,way,Unnamed Yes,yes,"[{""lat"": 37.5056209, ""lon"": 22.3743144}, {""lat"": 37.5057117, ""lon"": 22.3743129}, {""lat"": 37.5057112, ""lon"": 22.374272}, {""lat"": 37.5057478, ""lon"": 22.3742714}, {""lat"": 37.5057483, ""lon"": 22.3741612}, {""lat"": 37.5056382, ""lon"": 22.3741583}, {""lat"": 37.5056193, ""lon"": 22.3741612}, {""lat"": 37.5056209, ""lon"": 22.3743144}]"
1062658701,way,Unnamed Yes,yes,"[{""lat"": 37.5215071, ""lon"": 22.3914208}, {""lat"": 37.5213934, ""lon"": 22.391423}, {""lat"": 37.5213937, ""lon"": 22.3914484}, {""lat"": 37.5213704, ""lon"": 22.3914489}, {""lat"": 37.521371, ""lon"": 22.3914999}, {""lat"": 37.5213928, ""lon"": 22.3914995}, {""lat"": 37.5213929, ""lon"": 22.3915089}, {""lat"": 37.5215081, ""lon"": 22.3915067}, {""lat"": 37.5215071, ""lon"": 22.3914208}]"
1157619393,way,Unnamed Yes,yes,"[{""lat"": 37.5057483, ""lon"": 22.3741612}, {""lat"": 37.505753, ""lon"": 22.3738783}, {""lat"": 37.505643, ""lon"": 22.3738754}, {""lat"": 37.5056382, ""lon"": 22.3741583}, {""lat"": 37.5057483, ""lon"": 22.3741612}]"
1157619387,way,Unnamed Yes,yes,"[{""lat"": 37.5042659, ""lon"": 22.3740999}, {""lat"": 37.5041344, ""lon"": 22.3741384}, {""lat"": 37.5041511, ""lon"": 22.3742286}, {""lat"": 37.5041293, ""lon"": 22.374235}, {""lat"": 37.5041358, ""lon"": 22.3742701}, {""lat"": 37.504289, ""lon"": 22.3742251}, {""lat"": 37.5042659, ""lon"": 22.3740999}]"
1157619386,way,Unnamed Yes,yes,"[{""lat"": 37.5043681, ""lon"": 22.3741435}, {""lat"": 37.5044109, ""lon"": 22.374127}, {""lat"": 37.5043954, ""lon"": 22.3740632}, {""lat"": 37.5044674, ""lon"": 22.3740355}, {""lat"": 37.5044395, ""lon"": 22.3739202}, {""lat"": 37.5043441, ""lon"": 22.3739569}, {""lat"": 37.5043709, ""lon"": 22.3740673}, {""lat"": 37.5043514, ""lon"": 22.3740748}, {""lat"": 37.5043681, ""lon"": 22.3741435}]"
1157618696,way,Unnamed Yes,yes,"[{""lat"": 37.507181, ""lon"": 22.3767892}, {""lat"": 37.5073684, ""lon"": 22.3767464}, {""lat"": 37.5073483, ""lon"": 22.3766062}, {""lat"": 37.5071608, ""lon"": 22.376649}, {""lat"": 37.507181, ""lon"": 22.3767892}]"
1157619384,way,Unnamed Yes,yes,"[{""lat"": 37.5042819, ""lon"": 22.3735812}, {""lat"": 37.5043926, ""lon"": 22.3735834}, {""lat"": 37.5043947, ""lon"": 22.3734172}, {""lat"": 37.5042841, ""lon"": 22.3734149}, {""lat"": 37.5042819, ""lon"": 22.3735812}]"
1157619383,way,Unnamed Yes,yes,"[{""lat"": 37.5047415, ""lon"": 22.3733731}, {""lat"": 37.5046415, ""lon"": 22.3733767}, {""lat"": 37.5046454, ""lon"": 22.3735429}, {""lat"": 37.5047453, ""lon"": 22.3735392}, {""lat"": 37.5047415, ""lon"": 22.3733731}]"
1157619382,way,Unnamed Yes,yes,"[{""lat"": 37.5044669, ""lon"": 22.3735269}, {""lat"": 37.5045427, ""lon"": 22.3735169}, {""lat"": 37.5045521, ""lon"": 22.3736296}, {""lat"": 37.5046394, ""lon"": 22.373618}, {""lat"": 37.5046308, ""lon"": 22.3735146}, {""lat"": 37.5045824, ""lon"": 22.373521}, {""lat"": 37.5045707, ""lon"": 22.3733803}, {""lat"": 37.504456, ""lon"": 22.3733955}, {""lat"": 37.5044669, ""lon"": 22.3735269}]"
1157619381,way,Unnamed Yes,yes,"[{""lat"": 37.5045708, ""lon"": 22.3736769}, {""lat"": 37.5045155, ""lon"": 22.3736788}, {""lat"": 37.5045192, ""lon"": 22.3738477}, {""lat"": 37.5046255, ""lon"": 22.373844}, {""lat"": 37.5046225, ""lon"": 22.3737073}, {""lat"": 37.5045715, ""lon"": 22.3737091}, {""lat"": 37.5045708, ""lon"": 22.3736769}]"
1157619379,way,Unnamed Yes,yes,"[{""lat"": 37.5044104, ""lon"": 22.374503}, {""lat"": 37.504414, ""lon"": 22.3743261}, {""lat"": 37.5042843, ""lon"": 22.3743219}, {""lat"": 37.5042807, ""lon"": 22.3744988}, {""lat"": 37.5044104, ""lon"": 22.374503}]"
1157618697,way,Unnamed Yes,yes,"[{""lat"": 37.5075228, ""lon"": 22.3769515}, {""lat"": 37.5074297, ""lon"": 22.3769609}, {""lat"": 37.5074454, ""lon"": 22.377208}, {""lat"": 37.5073719, ""lon"": 22.3772154}, {""lat"": 37.5073788, ""lon"": 22.3773237}, {""lat"": 37.5075455, ""lon"": 22.3773068}, {""lat"": 37.5075228, ""lon"": 22.3769515}]"
1157618699,way,Unnamed Yes,yes,"[{""lat"": 37.5079061, ""lon"": 22.3766426}, {""lat"": 37.5079032, ""lon"": 22.3765102}, {""lat"": 37.5078011, ""lon"": 22.3765138}, {""lat"": 37.5078041, ""lon"": 22.3766462}, {""lat"": 37.5079061, ""lon"": 22.3766426}]"
1157618739,way,Unnamed Yes,yes,"[{""lat"": 37.5040358, ""lon"": 22.3756955}, {""lat"": 37.504028, ""lon"": 22.375798}, {""lat"": 37.5041208, ""lon"": 22.3758091}, {""lat"": 37.5041286, ""lon"": 22.3757067}, {""lat"": 37.5040358, ""lon"": 22.3756955}]"
1157618722,way,Unnamed Yes,yes,"[{""lat"": 37.5057222, ""lon"": 22.376176}, {""lat"": 37.505789, ""lon"": 22.3760301}, {""lat"": 37.5057076, ""lon"": 22.3759709}, {""lat"": 37.5056408, ""lon"": 22.3761167}, {""lat"": 37.5057222, ""lon"": 22.376176}]"
1157618723,way,Unnamed Yes,yes,"[{""lat"": 37.5059241, ""lon"": 22.3763603}, {""lat"": 37.5059872, ""lon"": 22.3764211}, {""lat"": 37.5060744, ""lon"": 22.3762773}, {""lat"": 37.5060113, ""lon"": 22.3762165}, {""lat"": 37.5059241, ""lon"": 22.3763603}]"
1157618724,way,Unnamed Yes,yes,"[{""lat"": 37.5060842, ""lon"": 22.3762962}, {""lat"": 37.5060174, ""lon"": 22.3764088}, {""lat"": 37.5061537, ""lon"": 22.3765374}, {""lat"": 37.5062206, ""lon"": 22.3764249}, {""lat"": 37.5060842, ""lon"": 22.3762962}]"
1157618725,way,Unnamed Yes,yes,"[{""lat"": 37.5062659, ""lon"": 22.3766518}, {""lat"": 37.5063297, ""lon"": 22.3765693}, {""lat"": 37.5062336, ""lon"": 22.3764513}, {""lat"": 37.5061698, ""lon"": 22.3765339}, {""lat"": 37.5062659, ""lon"": 22.3766518}]"
1157618726,way,Unnamed Yes,yes,"[{""lat"": 37.5059551, ""lon"": 22.3766613}, {""lat"": 37.5060186, ""lon"": 22.3765727}, {""lat"": 37.5059607, ""lon"": 22.3765067}, {""lat"": 37.5058972, ""lon"": 22.3765954}, {""lat"": 37.5059551, ""lon"": 22.3766613}]"
1157619366,way,Unnamed Yes,yes,"[{""lat"": 37.5034222, ""lon"": 22.3751598}, {""lat"": 37.5034982, ""lon"": 22.3749286}, {""lat"": 37.5033957, ""lon"": 22.374875}, {""lat"": 37.5033197, ""lon"": 22.3751062}, {""lat"": 37.5034222, ""lon"": 22.3751598}]"
1157619365,way,Unnamed Yes,yes,"[{""lat"": 37.5035613, ""lon"": 22.3749333}, {""lat"": 37.5036337, ""lon"": 22.3747656}, {""lat"": 37.5035023, ""lon"": 22.3746756}, {""lat"": 37.50343, ""lon"": 22.3748433}, {""lat"": 37.5035613, ""lon"": 22.3749333}]"
1157618743,way,Unnamed Yes,yes,"[{""lat"": 37.503455, ""lon"": 22.3762764}, {""lat"": 37.503439, ""lon"": 22.3761592}, {""lat"": 37.5034989, ""lon"": 22.3761462}, {""lat"": 37.5034882, ""lon"": 22.376068}, {""lat"": 37.5034106, ""lon"": 22.3760849}, {""lat"": 37.5033969, ""lon"": 22.3759844}, {""lat"": 37.5033018, ""lon"": 22.3760051}, {""lat"": 37.5033059, ""lon"": 22.3760352}, {""lat"": 37.5032864, ""lon"": 22.3760395}, {""lat"": 37.5033072, ""lon"": 22.3761917}, {""lat"": 37.503332, ""lon"": 22.3761863}, {""lat"": 37.5033475, ""lon"": 22.3762998}, {""lat"": 37.503455, ""lon"": 22.3762764}]"
1157618727,way,Unnamed Yes,yes,"[{""lat"": 37.5061348, ""lon"": 22.376609}, {""lat"": 37.5059291, ""lon"": 22.3768896}, {""lat"": 37.5060167, ""lon"": 22.3769918}, {""lat"": 37.5062225, ""lon"": 22.3767112}, {""lat"": 37.5061348, ""lon"": 22.376609}]"
1157618728,way,Unnamed Yes,yes,"[{""lat"": 37.5056781, ""lon"": 22.3771863}, {""lat"": 37.5057662, ""lon"": 22.3773037}, {""lat"": 37.5059324, ""lon"": 22.3771055}, {""lat"": 37.5058166, ""lon"": 22.3769513}, {""lat"": 37.5057537, ""lon"": 22.3770263}, {""lat"": 37.5057622, ""lon"": 22.3770376}, {""lat"": 37.5057308, ""lon"": 22.3770751}, {""lat"": 37.5057499, ""lon"": 22.3771006}, {""lat"": 37.5056781, ""lon"": 22.3771863}]"
1157618721,way,Unnamed Yes,yes,"[{""lat"": 37.5059675, ""lon"": 22.3757854}, {""lat"": 37.5058383, ""lon"": 22.3758091}, {""lat"": 37.5058562, ""lon"": 22.3759641}, {""lat"": 37.5059854, ""lon"": 22.3759404}, {""lat"": 37.5059675, ""lon"": 22.3757854}]"
1157618742,way,Unnamed Yes,yes,"[{""lat"": 37.5035249, ""lon"": 22.3754522}, {""lat"": 37.5037034, ""lon"": 22.3755801}, {""lat"": 37.5037816, ""lon"": 22.3754066}, {""lat"": 37.5036031, ""lon"": 22.3752788}, {""lat"": 37.5035249, ""lon"": 22.3754522}]"
1157618741,way,Unnamed Yes,yes,"[{""lat"": 37.5038669, ""lon"": 22.3756605}, {""lat"": 37.5039112, ""lon"": 22.3755286}, {""lat"": 37.5038246, ""lon"": 22.3754824}, {""lat"": 37.5037803, ""lon"": 22.3756143}, {""lat"": 37.5038669, ""lon"": 22.3756605}]"
1157618730,way,Unnamed Yes,yes,"[{""lat"": 37.5056424, ""lon"": 22.377333}, {""lat"": 37.5055617, ""lon"": 22.3774405}, {""lat"": 37.5055572, ""lon"": 22.3774352}, {""lat"": 37.5054467, ""lon"": 22.3775823}, {""lat"": 37.505504, ""lon"": 22.3776506}, {""lat"": 37.5056952, ""lon"": 22.3773959}, {""lat"": 37.5056424, ""lon"": 22.377333}]"
1157618731,way,Unnamed Yes,yes,"[{""lat"": 37.5050521, ""lon"": 22.3768166}, {""lat"": 37.5051282, ""lon"": 22.376868}, {""lat"": 37.5051937, ""lon"": 22.3767137}, {""lat"": 37.5051177, ""lon"": 22.3766624}, {""lat"": 37.5050521, ""lon"": 22.3768166}]"
1157618732,way,Unnamed Yes,yes,"[{""lat"": 37.5048293, ""lon"": 22.3763684}, {""lat"": 37.5048679, ""lon"": 22.3764913}, {""lat"": 37.5050482, ""lon"": 22.3764013}, {""lat"": 37.5050096, ""lon"": 22.3762784}, {""lat"": 37.5048293, ""lon"": 22.3763684}]"
1157618740,way,Unnamed Yes,yes,"[{""lat"": 37.5040136, ""lon"": 22.3757727}, {""lat"": 37.5040193, ""lon"": 22.3756255}, {""lat"": 37.5039174, ""lon"": 22.3756193}, {""lat"": 37.5039117, ""lon"": 22.3757665}, {""lat"": 37.5040136, ""lon"": 22.3757727}]"
1157618733,way,Unnamed Yes,yes,"[{""lat"": 37.5050619, ""lon"": 22.3763676}, {""lat"": 37.5051874, ""lon"": 22.3762442}, {""lat"": 37.5051635, ""lon"": 22.3761826}, {""lat"": 37.5050221, ""lon"": 22.3762465}, {""lat"": 37.5050619, ""lon"": 22.3763676}]"
1157618734,way,Unnamed Yes,yes,"[{""lat"": 37.5050669, ""lon"": 22.3765762}, {""lat"": 37.5050485, ""lon"": 22.3765548}, {""lat"": 37.5051684, ""lon"": 22.3763911}, {""lat"": 37.5051109, ""lon"": 22.3763243}, {""lat"": 37.5049386, ""lon"": 22.3765596}, {""lat"": 37.5050144, ""lon"": 22.3766478}, {""lat"": 37.5050669, ""lon"": 22.3765762}]"
1157618735,way,Unnamed Yes,yes,"[{""lat"": 37.5046374, ""lon"": 22.3761129}, {""lat"": 37.5046788, ""lon"": 22.3758511}, {""lat"": 37.5045858, ""lon"": 22.3758277}, {""lat"": 37.5045444, ""lon"": 22.3760895}, {""lat"": 37.5046374, ""lon"": 22.3761129}]"
1157618736,way,Unnamed Yes,yes,"[{""lat"": 37.504741, ""lon"": 22.3760264}, {""lat"": 37.5048095, ""lon"": 22.3760492}, {""lat"": 37.5048158, ""lon"": 22.3760191}, {""lat"": 37.5048507, ""lon"": 22.3760307}, {""lat"": 37.5048775, ""lon"": 22.3759028}, {""lat"": 37.504774, ""lon"": 22.3758684}, {""lat"": 37.504741, ""lon"": 22.3760264}]"
1157618737,way,Unnamed Yes,yes,"[{""lat"": 37.5043173, ""lon"": 22.375767}, {""lat"": 37.5043066, ""lon"": 22.375897}, {""lat"": 37.5044581, ""lon"": 22.3759169}, {""lat"": 37.5044505, ""lon"": 22.3760097}, {""lat"": 37.5044778, ""lon"": 22.3760133}, {""lat"": 37.5044845, ""lon"": 22.3759323}, {""lat"": 37.5045023, ""lon"": 22.3759347}, {""lat"": 37.504514, ""lon"": 22.3757928}, {""lat"": 37.5043173, ""lon"": 22.375767}]"
1157618729,way,Unnamed Yes,yes,"[{""lat"": 37.5057142, ""lon"": 22.3773871}, {""lat"": 37.5057705, ""lon"": 22.3773122}, {""lat"": 37.5056708, ""lon"": 22.377193}, {""lat"": 37.5056145, ""lon"": 22.3772679}, {""lat"": 37.5057142, ""lon"": 22.3773871}]"
1157618720,way,Unnamed Yes,yes,"[{""lat"": 37.505926, ""lon"": 22.375316}, {""lat"": 37.505877, ""lon"": 22.3753475}, {""lat"": 37.5059252, ""lon"": 22.3754667}, {""lat"": 37.5059742, ""lon"": 22.3754353}, {""lat"": 37.505926, ""lon"": 22.375316}]"
1157618719,way,Unnamed Yes,yes,"[{""lat"": 37.5059656, ""lon"": 22.375238}, {""lat"": 37.5059211, ""lon"": 22.3752902}, {""lat"": 37.5060097, ""lon"": 22.3754102}, {""lat"": 37.5060542, ""lon"": 22.375358}, {""lat"": 37.5059656, ""lon"": 22.375238}]"
1157618718,way,Unnamed Yes,yes,"[{""lat"": 37.505983, ""lon"": 22.3752076}, {""lat"": 37.5060564, ""lon"": 22.3753387}, {""lat"": 37.5061508, ""lon"": 22.3752547}, {""lat"": 37.5060775, ""lon"": 22.3751236}, {""lat"": 37.505983, ""lon"": 22.3752076}]"
1157619370,way,Unnamed Yes,yes,"[{""lat"": 37.5028864, ""lon"": 22.3744345}, {""lat"": 37.5029973, ""lon"": 22.3744832}, {""lat"": 37.5030357, ""lon"": 22.3743445}, {""lat"": 37.5029247, ""lon"": 22.3742957}, {""lat"": 37.5028864, ""lon"": 22.3744345}]"
1157618700,way,Unnamed Yes,yes,"[{""lat"": 37.5078185, ""lon"": 22.3764847}, {""lat"": 37.5078908, ""lon"": 22.3764816}, {""lat"": 37.5078842, ""lon"": 22.3762378}, {""lat"": 37.5077886, ""lon"": 22.3762419}, {""lat"": 37.5077918, ""lon"": 22.3763624}, {""lat"": 37.5077791, ""lon"": 22.376363}, {""lat"": 37.5077796, ""lon"": 22.3763844}, {""lat"": 37.5078158, ""lon"": 22.3763829}, {""lat"": 37.5078185, ""lon"": 22.3764847}]"
1157618701,way,Unnamed Yes,yes,"[{""lat"": 37.5079286, ""lon"": 22.376327}, {""lat"": 37.5080347, ""lon"": 22.3762992}, {""lat"": 37.5080177, ""lon"": 22.3761963}, {""lat"": 37.5079116, ""lon"": 22.3762242}, {""lat"": 37.5079286, ""lon"": 22.376327}]"
1157618702,way,Unnamed Yes,yes,"[{""lat"": 37.5075248, ""lon"": 22.3762954}, {""lat"": 37.5075286, ""lon"": 22.3764052}, {""lat"": 37.5076985, ""lon"": 22.3763957}, {""lat"": 37.5076958, ""lon"": 22.3763181}, {""lat"": 37.5077076, ""lon"": 22.3763174}, {""lat"": 37.5077062, ""lon"": 22.3762788}, {""lat"": 37.5076753, ""lon"": 22.3762805}, {""lat"": 37.5076755, ""lon"": 22.376287}, {""lat"": 37.5075248, ""lon"": 22.3762954}]"
1157618703,way,Unnamed Yes,yes,"[{""lat"": 37.5075508, ""lon"": 22.3766961}, {""lat"": 37.5076801, ""lon"": 22.3766824}, {""lat"": 37.5076641, ""lon"": 22.376443}, {""lat"": 37.5075348, ""lon"": 22.3764568}, {""lat"": 37.5075508, ""lon"": 22.3766961}]"
