name,highway,coordinates
Unnamed Road,service,"[{""lat"": 37.5120324, ""lon"": 22.3642969}, {""lat"": 37.5120318, ""lon"": 22.3642717}, {""lat"": 37.5120319, ""lon"": 22.3642262}, {""lat"": 37.5120297, ""lon"": 22.3641852}, {""lat"": 37.5120234, ""lon"": 22.3641434}, {""lat"": 37.512012, ""lon"": 22.3641001}, {""lat"": 37.5120004, ""lon"": 22.3640639}, {""lat"": 37.5119863, ""lon"": 22.3640267}, {""lat"": 37.5119565, ""lon"": 22.3639623}, {""lat"": 37.5119293, ""lon"": 22.3639154}, {""lat"": 37.5119085, ""lon"": 22.3638859}, {""lat"": 37.5118556, ""lon"": 22.3638175}, {""lat"": 37.5117928, ""lon"": 22.3637277}, {""lat"": 37.5117269, ""lon"": 22.3636486}, {""lat"": 37.5116079, ""lon"": 22.363585}]"
Unnamed Road,track,"[{""lat"": 37.5418568, ""lon"": 22.4261572}, {""lat"": 37.5420086, ""lon"": 22.4267584}, {""lat"": 37.5421231, ""lon"": 22.427355}, {""lat"": 37.5421422, ""lon"": 22.427469}, {""lat"": 37.5422389, ""lon"": 22.4281677}, {""lat"": 37.5423141, ""lon"": 22.4285751}, {""lat"": 37.5423363, ""lon"": 22.4287954}]"
Unnamed Road,residential,"[{""lat"": 37.5130332, ""lon"": 22.3665065}, {""lat"": 37.5130322, ""lon"": 22.3664528}, {""lat"": 37.513029, ""lon"": 22.3663965}, {""lat"": 37.5130146, ""lon"": 22.3663274}, {""lat"": 37.5129971, ""lon"": 22.3662718}, {""lat"": 37.5129705, ""lon"": 22.3661819}]"
Unnamed Road,tertiary,"[{""lat"": 37.5268356, ""lon"": 22.425212}, {""lat"": 37.5268837, ""lon"": 22.4253442}]"
Unnamed Road,residential,"[{""lat"": 37.5120253, ""lon"": 22.3668368}, {""lat"": 37.5120711, ""lon"": 22.3668559}, {""lat"": 37.5121444, ""lon"": 22.3668874}, {""lat"": 37.5121654, ""lon"": 22.366894}, {""lat"": 37.5121807, ""lon"": 22.3668962}, {""lat"": 37.5121928, ""lon"": 22.3668963}, {""lat"": 37.5122057, ""lon"": 22.3668949}, {""lat"": 37.5122277, ""lon"": 22.3668882}, {""lat"": 37.5122827, ""lon"": 22.3668663}, {""lat"": 37.512378, ""lon"": 22.3668243}, {""lat"": 37.5124137, ""lon"": 22.3668086}, {""lat"": 37.5124522, ""lon"": 22.3667851}, {""lat"": 37.5125738, ""lon"": 22.366717}]"
Unnamed Road,residential,"[{""lat"": 37.5391714, ""lon"": 22.4412744}, {""lat"": 37.5391796, ""lon"": 22.4411148}, {""lat"": 37.5391866, ""lon"": 22.4407567}, {""lat"": 37.5391823, ""lon"": 22.4403276}, {""lat"": 37.5391988, ""lon"": 22.4400593}, {""lat"": 37.5392304, ""lon"": 22.4399252}, {""lat"": 37.539269, ""lon"": 22.4398515}, {""lat"": 37.5393179, ""lon"": 22.4397992}, {""lat"": 37.5393583, ""lon"": 22.4397482}, {""lat"": 37.5393742, ""lon"": 22.4396892}, {""lat"": 37.5393697, ""lon"": 22.4396176}, {""lat"": 37.5393485, ""lon"": 22.4395427}, {""lat"": 37.5393152, ""lon"": 22.4394739}, {""lat"": 37.5392562, ""lon"": 22.439364}, {""lat"": 37.5392254, ""lon"": 22.4392788}, {""lat"": 37.5391868, ""lon"": 22.4390243}, {""lat"": 37.5391334, ""lon"": 22.4385023}, {""lat"": 37.5391275, ""lon"": 22.4384537}, {""lat"": 37.5390903, ""lon"": 22.4380718}, {""lat"": 37.539069, ""lon"": 22.4378465}, {""lat"": 37.5390558, ""lon"": 22.4377553}, {""lat"": 37.5390116, ""lon"": 22.4373168}, {""lat"": 37.5389515, ""lon"": 22.4367569}, {""lat"": 37.5388984, ""lon"": 22.4361842}]"
Unnamed Road,steps,"[{""lat"": 37.5113991, ""lon"": 22.3669279}, {""lat"": 37.5114615, ""lon"": 22.3668958}, {""lat"": 37.5115679, ""lon"": 22.3668636}, {""lat"": 37.5117359, ""lon"": 22.3668234}, {""lat"": 37.5118317, ""lon"": 22.3668046}, {""lat"": 37.5118913, ""lon"": 22.3668019}, {""lat"": 37.5119679, ""lon"": 22.36681}, {""lat"": 37.5120253, ""lon"": 22.3668368}]"
Unnamed Road,steps,"[{""lat"": 37.511878, ""lon"": 22.3675407}, {""lat"": 37.5119062, ""lon"": 22.3674403}, {""lat"": 37.5119513, ""lon"": 22.3672548}, {""lat"": 37.5119769, ""lon"": 22.3671301}, {""lat"": 37.5119955, ""lon"": 22.367038}, {""lat"": 37.5120253, ""lon"": 22.3668368}]"
Unnamed Road,residential,"[{""lat"": 37.5113464, ""lon"": 22.3673918}, {""lat"": 37.5113614, ""lon"": 22.3672093}, {""lat"": 37.5113685, ""lon"": 22.367146}, {""lat"": 37.5113746, ""lon"": 22.3670949}, {""lat"": 37.5113841, ""lon"": 22.3670223}, {""lat"": 37.5113991, ""lon"": 22.3669279}, {""lat"": 37.5114232, ""lon"": 22.3667764}]"
Unnamed Road,tertiary,"[{""lat"": 37.5350042, ""lon"": 22.4135835}, {""lat"": 37.5351556, ""lon"": 22.4130133}]"
Unnamed Road,residential,"[{""lat"": 37.5109992, ""lon"": 22.3673218}, {""lat"": 37.5110517, ""lon"": 22.3669921}, {""lat"": 37.5110567, ""lon"": 22.3669693}, {""lat"": 37.5110593, ""lon"": 22.3669555}, {""lat"": 37.5110611, ""lon"": 22.3669428}, {""lat"": 37.511063, ""lon"": 22.3669259}, {""lat"": 37.5110641, ""lon"": 22.366912}, {""lat"": 37.5110649, ""lon"": 22.366901}, {""lat"": 37.511065, ""lon"": 22.36689}, {""lat"": 37.5110645, ""lon"": 22.3668768}, {""lat"": 37.5110633, ""lon"": 22.3668677}, {""lat"": 37.5110612, ""lon"": 22.3668584}, {""lat"": 37.5110576, ""lon"": 22.3668473}, {""lat"": 37.5110529, ""lon"": 22.3668368}, {""lat"": 37.5110465, ""lon"": 22.3668249}, {""lat"": 37.5110408, ""lon"": 22.3668151}, {""lat"": 37.5110269, ""lon"": 22.3667954}, {""lat"": 37.5110176, ""lon"": 22.3667845}, {""lat"": 37.511008, ""lon"": 22.3667746}, {""lat"": 37.5109918, ""lon"": 22.3667613}, {""lat"": 37.5109729, ""lon"": 22.3667503}, {""lat"": 37.5109544, ""lon"": 22.3667413}, {""lat"": 37.5109385, ""lon"": 22.3667361}, {""lat"": 37.5109218, ""lon"": 22.3667341}, {""lat"": 37.5109053, ""lon"": 22.3667358}, {""lat"": 37.5108914, ""lon"": 22.3667404}]"
Unnamed Road,residential,"[{""lat"": 37.5108598, ""lon"": 22.3658233}, {""lat"": 37.5112087, ""lon"": 22.3659943}]"
Unnamed Road,track,"[{""lat"": 37.5469142, ""lon"": 22.4178035}, {""lat"": 37.5466795, ""lon"": 22.4181816}]"
Unnamed Road,residential,"[{""lat"": 37.5056527, ""lon"": 22.3923168}, {""lat"": 37.5056598, ""lon"": 22.3921873}, {""lat"": 37.5056645, ""lon"": 22.3920541}, {""lat"": 37.5056766, ""lon"": 22.3918406}, {""lat"": 37.5056946, ""lon"": 22.3917318}, {""lat"": 37.505741, ""lon"": 22.3914926}, {""lat"": 37.5058297, ""lon"": 22.3911647}]"
Unnamed Road,residential,"[{""lat"": 37.5188413, ""lon"": 22.3666725}, {""lat"": 37.5188717, ""lon"": 22.3666666}, {""lat"": 37.5188969, ""lon"": 22.366656}, {""lat"": 37.5189434, ""lon"": 22.3666321}, {""lat"": 37.5189659, ""lon"": 22.3666211}, {""lat"": 37.5189907, ""lon"": 22.3666124}, {""lat"": 37.5190176, ""lon"": 22.3666069}, {""lat"": 37.5190425, ""lon"": 22.366607}, {""lat"": 37.5190732, ""lon"": 22.3666116}, {""lat"": 37.5190936, ""lon"": 22.3666205}, {""lat"": 37.5191673, ""lon"": 22.3666445}, {""lat"": 37.519204, ""lon"": 22.366653}, {""lat"": 37.5192556, ""lon"": 22.3666623}, {""lat"": 37.5193247, ""lon"": 22.3666691}, {""lat"": 37.5193936, ""lon"": 22.3666759}, {""lat"": 37.5194949, ""lon"": 22.3666812}, {""lat"": 37.5196489, ""lon"": 22.3666867}, {""lat"": 37.5196682, ""lon"": 22.3666864}, {""lat"": 37.5197086, ""lon"": 22.3666849}, {""lat"": 37.5197486, ""lon"": 22.3666842}, {""lat"": 37.5197943, ""lon"": 22.3666768}, {""lat"": 37.5198406, ""lon"": 22.3666553}, {""lat"": 37.5200488, ""lon"": 22.3665114}, {""lat"": 37.5201135, ""lon"": 22.3664596}, {""lat"": 37.5201162, ""lon"": 22.3664558}, {""lat"": 37.5201198, ""lon"": 22.366449}, {""lat"": 37.520121, ""lon"": 22.3664441}, {""lat"": 37.5201219, ""lon"": 22.3664382}, {""lat"": 37.5201219, ""lon"": 22.3664329}, {""lat"": 37.5201211, ""lon"": 22.3664274}, {""lat"": 37.5200645, ""lon"": 22.3661953}, {""lat"": 37.5200507, ""lon"": 22.3661551}, {""lat"": 37.5200188, ""lon"": 22.3660357}, {""lat"": 37.5199714, ""lon"": 22.3658084}, {""lat"": 37.5199262, ""lon"": 22.3656093}, {""lat"": 37.5198725, ""lon"": 22.3654128}, {""lat"": 37.51983, ""lon"": 22.3652854}, {""lat"": 37.5197576, ""lon"": 22.3651177}]"
Unnamed Road,residential,"[{""lat"": 37.5197943, ""lon"": 22.3666768}, {""lat"": 37.5197567, ""lon"": 22.366563}, {""lat"": 37.5196343, ""lon"": 22.3661327}]"
Unnamed Road,residential,"[{""lat"": 37.5197567, ""lon"": 22.366563}, {""lat"": 37.5197343, ""lon"": 22.3665622}, {""lat"": 37.5197211, ""lon"": 22.36656}, {""lat"": 37.5197107, ""lon"": 22.366557}, {""lat"": 37.5196907, ""lon"": 22.3665451}, {""lat"": 37.5196671, ""lon"": 22.3665292}, {""lat"": 37.5196551, ""lon"": 22.3665177}, {""lat"": 37.5196363, ""lon"": 22.3664958}, {""lat"": 37.5196267, ""lon"": 22.3664791}, {""lat"": 37.5196149, ""lon"": 22.3664541}, {""lat"": 37.519604, ""lon"": 22.3664247}, {""lat"": 37.5195887, ""lon"": 22.3663819}, {""lat"": 37.5195369, ""lon"": 22.3662597}, {""lat"": 37.5194625, ""lon"": 22.3660277}]"
Unnamed Road,residential,"[{""lat"": 37.5190936, ""lon"": 22.3666205}, {""lat"": 37.5190872, ""lon"": 22.3666897}, {""lat"": 37.519089, ""lon"": 22.3667121}, {""lat"": 37.5191064, ""lon"": 22.3667908}, {""lat"": 37.5191362, ""lon"": 22.3669231}, {""lat"": 37.5191663, ""lon"": 22.3670352}, {""lat"": 37.5192084, ""lon"": 22.3671653}, {""lat"": 37.5192259, ""lon"": 22.3672116}, {""lat"": 37.5192317, ""lon"": 22.3672233}, {""lat"": 37.5192409, ""lon"": 22.3672382}, {""lat"": 37.5192481, ""lon"": 22.3672465}, {""lat"": 37.5192589, ""lon"": 22.3672525}, {""lat"": 37.5193, ""lon"": 22.3672582}]"
Unnamed Road,residential,"[{""lat"": 37.5192079, ""lon"": 22.3686922}, {""lat"": 37.5191618, ""lon"": 22.3687094}, {""lat"": 37.5191353, ""lon"": 22.3687123}, {""lat"": 37.5191094, ""lon"": 22.3687118}, {""lat"": 37.5188774, ""lon"": 22.3686737}, {""lat"": 37.5187125, ""lon"": 22.3686522}, {""lat"": 37.5183103, ""lon"": 22.3686193}]"
Unnamed Road,residential,"[{""lat"": 37.5155552, ""lon"": 22.367582}, {""lat"": 37.5160483, ""lon"": 22.3678892}]"
Unnamed Road,tertiary,"[{""lat"": 37.5110301, ""lon"": 22.428609}, {""lat"": 37.5111641, ""lon"": 22.4284695}, {""lat"": 37.5112631, ""lon"": 22.4283877}, {""lat"": 37.5113492, ""lon"": 22.4283233}, {""lat"": 37.5118035, ""lon"": 22.4280055}, {""lat"": 37.5121322, ""lon"": 22.4277855}, {""lat"": 37.5123077, ""lon"": 22.427685}, {""lat"": 37.5123604, ""lon"": 22.427681}, {""lat"": 37.5124311, ""lon"": 22.427683}, {""lat"": 37.5124864, ""lon"": 22.427687}, {""lat"": 37.5125375, ""lon"": 22.4276809}, {""lat"": 37.5125832, ""lon"": 22.4276528}, {""lat"": 37.5126173, ""lon"": 22.4276192}, {""lat"": 37.5126407, ""lon"": 22.427579}, {""lat"": 37.5127337, ""lon"": 22.4272644}, {""lat"": 37.5128, ""lon"": 22.4269383}, {""lat"": 37.5128109, ""lon"": 22.4268642}, {""lat"": 37.512813, ""lon"": 22.4267998}, {""lat"": 37.5128098, ""lon"": 22.4267529}, {""lat"": 37.5127747, ""lon"": 22.4266389}, {""lat"": 37.5127364, ""lon"": 22.4264498}, {""lat"": 37.5127343, ""lon"": 22.4263988}, {""lat"": 37.5127386, ""lon"": 22.4262942}, {""lat"": 37.5127513, ""lon"": 22.4261655}, {""lat"": 37.51278, ""lon"": 22.4259523}, {""lat"": 37.5127949, ""lon"": 22.4258718}, {""lat"": 37.5128155, ""lon"": 22.4258233}]"
Unnamed Road,residential,"[{""lat"": 37.5153709, ""lon"": 22.386065}, {""lat"": 37.5153716, ""lon"": 22.3863973}, {""lat"": 37.5153729, ""lon"": 22.3864719}]"
Unnamed Road,residential,"[{""lat"": 37.5251083, ""lon"": 22.3788138}, {""lat"": 37.5250541, ""lon"": 22.3789157}, {""lat"": 37.525003, ""lon"": 22.3789814}, {""lat"": 37.5248701, ""lon"": 22.3790538}]"
Unnamed Road,residential,"[{""lat"": 37.5248775, ""lon"": 22.3802769}, {""lat"": 37.5248534, ""lon"": 22.3801172}, {""lat"": 37.5248482, ""lon"": 22.3800117}, {""lat"": 37.5248477, ""lon"": 22.3799453}, {""lat"": 37.5248523, ""lon"": 22.3798746}, {""lat"": 37.5248624, ""lon"": 22.3797963}, {""lat"": 37.5248771, ""lon"": 22.3797386}, {""lat"": 37.5248983, ""lon"": 22.3796793}, {""lat"": 37.5249764, ""lon"": 22.3795035}, {""lat"": 37.5250756, ""lon"": 22.3792915}, {""lat"": 37.5251383, ""lon"": 22.3791461}, {""lat"": 37.5251678, ""lon"": 22.3790491}, {""lat"": 37.5251738, ""lon"": 22.3789914}, {""lat"": 37.525168, ""lon"": 22.378951}]"
Unnamed Road,residential,"[{""lat"": 37.5146589, ""lon"": 22.3685894}, {""lat"": 37.5147903, ""lon"": 22.3685958}, {""lat"": 37.5149371, ""lon"": 22.3686022}, {""lat"": 37.5150125, ""lon"": 22.3686119}, {""lat"": 37.5150653, ""lon"": 22.3686301}, {""lat"": 37.5151255, ""lon"": 22.3686929}]"
Unnamed Road,tertiary,"[{""lat"": 37.5109397, ""lon"": 22.4382743}, {""lat"": 37.5113971, ""lon"": 22.4383896}, {""lat"": 37.51182, ""lon"": 22.4384981}, {""lat"": 37.5118673, ""lon"": 22.4385117}, {""lat"": 37.5127173, ""lon"": 22.4387746}, {""lat"": 37.5128383, ""lon"": 22.438818}, {""lat"": 37.5129731, ""lon"": 22.4388664}, {""lat"": 37.5132018, ""lon"": 22.4389549}, {""lat"": 37.5137545, ""lon"": 22.4392299}, {""lat"": 37.5139672, ""lon"": 22.4393358}, {""lat"": 37.5140715, ""lon"": 22.4393941}, {""lat"": 37.5141587, ""lon"": 22.4394518}, {""lat"": 37.5142433, ""lon"": 22.4395128}, {""lat"": 37.5143645, ""lon"": 22.4396007}, {""lat"": 37.5144518, ""lon"": 22.4396704}, {""lat"": 37.5146438, ""lon"": 22.4398119}, {""lat"": 37.5148049, ""lon"": 22.4399152}, {""lat"": 37.5148799, ""lon"": 22.4399547}, {""lat"": 37.5149618, ""lon"": 22.4399889}, {""lat"": 37.5151086, ""lon"": 22.4400432}, {""lat"": 37.5154469, ""lon"": 22.4401425}, {""lat"": 37.5158671, ""lon"": 22.4402699}, {""lat"": 37.5161086, ""lon"": 22.4403477}, {""lat"": 37.5163809, ""lon"": 22.4404469}, {""lat"": 37.516767, ""lon"": 22.4406199}, {""lat"": 37.5170574, ""lon"": 22.4407916}, {""lat"": 37.5173063, ""lon"": 22.4409673}, {""lat"": 37.5173978, ""lon"": 22.441033}, {""lat"": 37.5174403, ""lon"": 22.4411309}, {""lat"": 37.5174829, ""lon"": 22.4412408}, {""lat"": 37.5175106, ""lon"": 22.4413146}]"
Unnamed Road,residential,"[{""lat"": 37.5074335, ""lon"": 22.3656833}, {""lat"": 37.5073863, ""lon"": 22.3657548}, {""lat"": 37.507357, ""lon"": 22.3658403}, {""lat"": 37.507348, ""lon"": 22.3659326}, {""lat"": 37.50736, ""lon"": 22.3660244}, {""lat"": 37.5073921, ""lon"": 22.3661083}, {""lat"": 37.5074415, ""lon"": 22.3661773}, {""lat"": 37.5075044, ""lon"": 22.366226}, {""lat"": 37.5075757, ""lon"": 22.3662504}, {""lat"": 37.5076495, ""lon"": 22.3662485}, {""lat"": 37.5077199, ""lon"": 22.3662205}, {""lat"": 37.5077811, ""lon"": 22.3661686}, {""lat"": 37.5078283, ""lon"": 22.366097}, {""lat"": 37.5078576, ""lon"": 22.3660116}, {""lat"": 37.5078666, ""lon"": 22.3659192}, {""lat"": 37.5078546, ""lon"": 22.3658274}, {""lat"": 37.5078226, ""lon"": 22.3657436}, {""lat"": 37.5077731, ""lon"": 22.3656745}, {""lat"": 37.5077102, ""lon"": 22.3656258}, {""lat"": 37.507639, ""lon"": 22.3656015}, {""lat"": 37.5075652, ""lon"": 22.3656034}, {""lat"": 37.5074948, ""lon"": 22.3656314}, {""lat"": 37.5074335, ""lon"": 22.3656833}]"
Unnamed Road,residential,"[{""lat"": 37.5069685, ""lon"": 22.3663682}, {""lat"": 37.5070386, ""lon"": 22.3662718}, {""lat"": 37.5070747, ""lon"": 22.3662154}, {""lat"": 37.5071042, ""lon"": 22.3661522}, {""lat"": 37.5071253, ""lon"": 22.3660806}]"
Unnamed Road,tertiary,"[{""lat"": 37.498625, ""lon"": 22.4195123}, {""lat"": 37.4988144, ""lon"": 22.4196115}, {""lat"": 37.4989953, ""lon"": 22.4197336}, {""lat"": 37.4991049, ""lon"": 22.4198227}, {""lat"": 37.4992053, ""lon"": 22.4199253}, {""lat"": 37.4993482, ""lon"": 22.4201109}, {""lat"": 37.4995484, ""lon"": 22.4203708}, {""lat"": 37.4998986, ""lon"": 22.4207991}, {""lat"": 37.5002348, ""lon"": 22.4211746}, {""lat"": 37.5004285, ""lon"": 22.4214278}, {""lat"": 37.5005168, ""lon"": 22.4215387}, {""lat"": 37.5005753, ""lon"": 22.4216004}, {""lat"": 37.5006434, ""lon"": 22.4216647}, {""lat"": 37.5007115, ""lon"": 22.4217197}, {""lat"": 37.5007796, ""lon"": 22.4217613}, {""lat"": 37.5008434, ""lon"": 22.4217975}, {""lat"": 37.5009264, ""lon"": 22.4218208}, {""lat"": 37.5010934, ""lon"": 22.4218257}, {""lat"": 37.5011658, ""lon"": 22.421831}, {""lat"": 37.5012264, ""lon"": 22.4218404}, {""lat"": 37.5013966, ""lon"": 22.4218753}, {""lat"": 37.5015609, ""lon"": 22.4219142}, {""lat"": 37.5020127, ""lon"": 22.4220577}, {""lat"": 37.5021512, ""lon"": 22.422112}, {""lat"": 37.5022829, ""lon"": 22.4221636}, {""lat"": 37.5023819, ""lon"": 22.4221905}, {""lat"": 37.5024702, ""lon"": 22.4222092}, {""lat"": 37.5027532, ""lon"": 22.4222629}, {""lat"": 37.5028074, ""lon"": 22.4222696}, {""lat"": 37.5031819, ""lon"": 22.4223648}, {""lat"": 37.5036181, ""lon"": 22.4225123}, {""lat"": 37.5039809, ""lon"": 22.4226639}, {""lat"": 37.5041437, ""lon"": 22.4227698}, {""lat"": 37.5042363, ""lon"": 22.4228114}, {""lat"": 37.5044299, ""lon"": 22.4228784}, {""lat"": 37.5049682, ""lon"": 22.4230689}, {""lat"": 37.5052374, ""lon"": 22.4231842}, {""lat"": 37.505331, ""lon"": 22.423207}, {""lat"": 37.5054278, ""lon"": 22.4232244}, {""lat"": 37.5059002, ""lon"": 22.4233183}, {""lat"": 37.5061087, ""lon"": 22.4233612}, {""lat"": 37.5061885, ""lon"": 22.42338}, {""lat"": 37.5062502, ""lon"": 22.4233961}, {""lat"": 37.5063204, ""lon"": 22.4234229}, {""lat"": 37.5069066, ""lon"": 22.4236885}, {""lat"": 37.50703, ""lon"": 22.4237287}, {""lat"": 37.5075471, ""lon"": 22.4239406}, {""lat"": 37.5080833, ""lon"": 22.4241337}, {""lat"": 37.5087769, ""lon"": 22.4244583}, {""lat"": 37.5091142, ""lon"": 22.4246247}, {""lat"": 37.5091684, ""lon"": 22.4246514}, {""lat"": 37.5096705, ""lon"": 22.4248525}, {""lat"": 37.5098152, ""lon"": 22.4249062}, {""lat"": 37.5103386, ""lon"": 22.4250779}, {""lat"": 37.5106514, ""lon"": 22.425165}, {""lat"": 37.5107418, ""lon"": 22.4251731}]"
Unnamed Road,residential,"[{""lat"": 37.5081996, ""lon"": 22.3682651}, {""lat"": 37.5085424, ""lon"": 22.3682517}]"
Unnamed Road,residential,"[{""lat"": 37.507391, ""lon"": 22.3665229}, {""lat"": 37.5071886, ""lon"": 22.3664635}, {""lat"": 37.5069685, ""lon"": 22.3663682}, {""lat"": 37.5069019, ""lon"": 22.3663446}, {""lat"": 37.5068364, ""lon"": 22.3663294}]"
